Trans. Date,Post Date,Description,Amount,Category
06/23/2021,06/23/2021,"VITAMINSHOPPE655 BALTIMORE MD02378R",9.97,"Supermarkets"
06/24/2021,06/24/2021,"AMZN MKTP US*217132YJ1 AMZN.COM/BILLWA5L855QJFF9D",36.57,"Merchandise"
06/24/2021,06/24/2021,"BARTENFELDER FARMS NOTTINGHAM MD",5.00,"Supermarkets"
06/24/2021,06/24/2021,"CHICK-FIL-A #03236 BALTIMORE MD",6.68,"Restaurants"
06/24/2021,06/24/2021,"VERIZON*ONETIMEPAY VERIZON.COM FL539588531510328330001",100.88,"Services"
06/25/2021,06/25/2021,"INTERNET PAYMENT - THANK YOU",-2850.00,"Payments and Credits"
06/25/2021,06/25/2021,"INTERNET PAYMENT - THANK YOU",-900.00,"Payments and Credits"
06/25/2021,06/25/2021,"LEVELUPMYTHB409037142 855-538-3542 MA",6.09,"Restaurants"
06/25/2021,06/25/2021,"TST* CHEF PAOLINO CAFE BALTIMORE MD",8.47,"Restaurants"
06/26/2021,06/26/2021,"ADIDAS US ONLINE STORE 800-982-9337 ORADIDAS US ONLINE STORE",53.42,"Merchandise"
06/26/2021,06/26/2021,"BJS FUEL #9071 ABINGDOM MD",52.32,"Gasoline"
06/26/2021,06/26/2021,"CHICK-FIL-A #03236 BALTIMORE MD",8.36,"Restaurants"
06/26/2021,06/26/2021,"SAFEWAY 1880 BALTIMORE MD",6.98,"Supermarkets"
06/27/2021,06/27/2021,"SAFEWAY 1481 BALTIMORE MD",2.49,"Supermarkets"
06/27/2021,06/27/2021,"SAFEWAY 1481 BALTIMORE MD",4.76,"Supermarkets"
06/27/2021,06/27/2021,"TACO FIESTA BALTIMORE MD",29.56,"Restaurants"
06/28/2021,06/28/2021,"AMZ*WOOT LLC PAY.AMAZON.COWA3G6NLCPHHSK",10.60,"Merchandise"
06/28/2021,06/28/2021,"DISNEYPLUS 888-905-7888 CADISNEYPLUS",8.47,"Services"
06/28/2021,06/28/2021,"LEVELUPMYTHB410753339 855-538-3542 MA",4.19,"Restaurants"
06/28/2021,06/28/2021,"SAFEWAY 1880 BALTIMORE MD",51.15,"Supermarkets"
06/30/2021,06/30/2021,"AMAZON.COM*298P03XC1 AMZN.COM/BILLWA2JA77TKSSC7",7.41,"Merchandise"
06/30/2021,06/30/2021,"LEVELUPMYTHB411985791 855-538-3542 MA",10.54,"Restaurants"
06/30/2021,06/30/2021,"PAYPAL *MACY S 402-935-7733 CA",21.19,"Department Stores"
07/01/2021,07/01/2021,"CHEGG ORDER 855-440-1323 CA",15.85,"Merchandise"
07/01/2021,07/01/2021,"LEVELUPMYTHB412546047 855-538-3542 MA",6.09,"Restaurants"
07/01/2021,07/01/2021,"ROSINA GOURMET BALTIMORE MD00155R",23.30,"Restaurants"
07/01/2021,07/01/2021,"SAFEWAY 1481 BALTIMORE MD",14.48,"Supermarkets"
07/01/2021,07/01/2021,"VACCAROS ITALIAN PASTRY BALTIMORE MD",11.17,"Restaurants"
07/02/2021,07/02/2021,"ADIDAS US ONLINE STORE 800-982-9337 ORADIDAS US ONLINE STORE",22.26,"Merchandise"
07/02/2021,07/02/2021,"AMAZON.COM*296HK1841 AMZN.COM/BILLWA4A7H7JCG24C",83.72,"Merchandise"
07/02/2021,07/02/2021,"AMZN MKTP US*294A023M0 AMZN.COM/BILLWA5AQ4O5V72MX",90.62,"Merchandise"
07/02/2021,07/02/2021,"BJS FUEL #9040 BALTIMORE MD",22.17,"Gasoline"
07/02/2021,07/02/2021,"GIANT FOOD INC #144 BALTIMORE MD00292R",24.83,"Supermarkets"
07/02/2021,07/02/2021,"SIX FLAGS AMERICA UPPER MARLBORMD",21.20,"Travel/ Entertainment"
07/02/2021,07/02/2021,"STARBUCKS STORE 07666 BOWIE MD660464",25.29,"Restaurants"
07/03/2021,07/03/2021,"ADIDAS CANTON MA",33.88,"Merchandise"
07/03/2021,07/03/2021,"AMAZON WEB SERVICES AWS.AMAZON.COWA5PQQPBGO45H",0.50,"Services"
07/03/2021,07/03/2021,"COLUMBIA SPORTSWEAR US OR OR",38.10,"Merchandise"
07/03/2021,07/03/2021,"GIOVANNIS TUTTI GUSTI BALTIMORE MD",9.00,"Restaurants"
07/03/2021,07/03/2021,"HARRISTEETER #392 BALTIMORE MD",2.81,"Supermarkets"
07/03/2021,07/03/2021,"HARRISTEETER #392 BALTIMORE MD",97.41,"Supermarkets"
07/03/2021,07/03/2021,"TARGET BALTIMORE MD",35.46,"Supermarkets"
07/04/2021,07/04/2021,"2ABERDEEN I13653217307 ABERDEEN MD",44.00,"Restaurants"
07/04/2021,07/04/2021,"ABERDEEN IRONBIRDS R ABERDEEN MD",15.00,"Travel/ Entertainment"
07/04/2021,07/04/2021,"BJS FUEL #9040 BALTIMORE MD",55.06,"Gasoline"
07/04/2021,07/04/2021,"BLUE MOON CAFE BALTIMORE MD",108.23,"Restaurants"
07/04/2021,07/04/2021,"HARRISTEETER #392 BALTIMORE MD",9.00,"Supermarkets"
07/05/2021,07/05/2021,"AUNTIE ANNES #MD 126 BALTIMORE MD",3.70,"Restaurants"
07/05/2021,07/05/2021,"GIANT FOOD INC #144 BALTIMORE MD00542R",4.95,"Supermarkets"
07/05/2021,07/05/2021,"RACE PACE BICYCLES TOWSON MD00500R",489.00,"Merchandise"
07/05/2021,07/05/2021,"SNACKCRATE.COM 8778877815 FL",14.99,"Supermarkets"
07/05/2021,07/05/2021,"THE GREAT COOKIE WHITE MARSH MD",7.18,"Merchandise"
07/06/2021,07/06/2021,"AMAZON.COM*294TT9A62 AMZN.COM/BILLWA6H2K67MH3ZS",11.35,"Merchandise"
07/06/2021,07/06/2021,"CHIPOTLE 2669 PARKVILLE MD",12.04,"Restaurants"
07/06/2021,07/06/2021,"LEVELUPMYTHB415018194 855-538-3542 MA",6.09,"Restaurants"
07/06/2021,07/06/2021,"VITAMIN SHOPPE #709 LUTHERVILLE MD00635R",20.96,"Supermarkets"
07/07/2021,07/07/2021,"AMAZON.COM*296KP41Q2 AMZN.COM/BILLWA313N3KEGKSU",14.22,"Merchandise"
07/07/2021,07/07/2021,"LEVELUPMYTHB415529976 855-538-3542 MA",4.19,"Restaurants"
07/07/2021,07/07/2021,"ROSINA GOURMET BALTIMORE MD00783R",23.30,"Restaurants"
07/08/2021,07/08/2021,"AMAZON.COM*2912K9GB2 AMZN.COM/BILLWA1W9LGE5EUOL",4.36,"Merchandise"
07/08/2021,07/08/2021,"AMAZON.COM*2912N9GD2 AMZN.COM/BILLWA7G8II1M7SZY",10.18,"Merchandise"
07/08/2021,07/08/2021,"AMAZON.COM*293JH6G02 AMZN.COM/BILLWA5D90EIX3CO8",5.02,"Merchandise"
07/08/2021,07/08/2021,"AMAZON.COM*2942D1GB2 AMZN.COM/BILLWA459W43SDFY0",4.16,"Merchandise"
07/08/2021,07/08/2021,"AMAZON.COM*2942N3G82 AMZN.COM/BILLWA2QAXCHQOXIY",5.82,"Merchandise"
07/08/2021,07/08/2021,"AMAZON.COM*297220GH2 AMZN.COM/BILLWA5AX0ROG7EKC",13.13,"Merchandise"
07/08/2021,07/08/2021,"AMAZON.COM*2982M8G32 AMZN.COM/BILLWA5TIX1PEK8P6",2.34,"Merchandise"
07/08/2021,07/08/2021,"AMZN MKTP US*295ZO6Y11 AMZN.COM/BILLWA1M42D1N7CKR",23.80,"Merchandise"
07/08/2021,07/08/2021,"HERITAGE CHRYLSER DJR SA BALTIMORE MD",793.08,"Automotive"
07/08/2021,07/10/2021,"BJS FUEL #9040 BALTIMORE MD",14.50,"Gasoline"
07/08/2021,07/10/2021,"CHICK-FIL-A #03236 BALTIMORE MD",7.00,"Restaurants"
07/08/2021,07/10/2021,"VITAMINSHOPPE655 BALTIMORE MD00824R",2.79,"Supermarkets"
07/08/2021,07/10/2021,"WEIS MARKETS INC., #087 BALTIMORE MD",0.91,"Supermarkets"
07/09/2021,07/09/2021,"INTEREST CHARGE ON PURCHASES",21.17,"Interest"
07/09/2021,07/09/2021,"INTERNET PAYMENT - THANK YOU",-860.00,"Payments and Credits"
07/09/2021,07/10/2021,"AMZN MKTP US*2E9519OS1 AMZN.COM/BILLWAOAYQJD5F0F1",8.05,"Merchandise"
07/09/2021,07/10/2021,"BJS FUEL #9040 BALTIMORE MD",50.78,"Gasoline"
07/09/2021,07/10/2021,"BJS WHOLESALE #0377 BALTIMORE MD",29.66,"Warehouse Clubs"
07/09/2021,07/10/2021,"GIANT FOOD INC #144 BALTIMORE MD00978R",1.44,"Supermarkets"
07/09/2021,07/10/2021,"LEVELUPMYTHB416658900 855-538-3542 MA",4.19,"Restaurants"
07/09/2021,07/10/2021,"PAYPAL *32DEGREES 888-221-1161 CA",31.92,"Merchandise"
07/09/2021,07/10/2021,"SAMOS GREEK ISLAND GRI BALTIMORE MD",13.25,"Restaurants"
07/10/2021,07/10/2021,"APPLE.COM/BILL 866-712-7753 CAMNHSX98H3LA0",2.99,"Merchandise"
07/10/2021,07/10/2021,"APPLE.COM/BILL 866-712-7753 CAMNHSVBGHN3A0",8.47,"Merchandise"
07/10/2021,07/10/2021,"HARRISTEETER #392 BALTIMORE MD",24.82,"Supermarkets"
07/10/2021,07/10/2021,"TST* MAMA S ON THE HALF BALTIMORE MD",80.27,"Restaurants"
07/10/2021,07/10/2021,"VITAMIN SHOPPE #709 LUTHERVILLE MD01008R",7.71,"Supermarkets"
07/11/2021,07/11/2021,"AMAZON.COM*2E1MZ1ZJ1 AMZN.COM/BILLWAV1HLYHY2AN7",11.66,"Merchandise"
07/11/2021,07/11/2021,"BJS FUEL #9040 BALTIMORE MD",13.91,"Gasoline"
07/12/2021,07/12/2021,"AMAZON.COM*295PS26X2 AMZN.COM/BILLWA6HKT4GQUBWG",16.31,"Merchandise"
07/12/2021,07/12/2021,"AMAZON.COM*295TS5SL2 AMZN.COM/BILLWA36E432TRDLA",5.26,"Merchandise"
07/12/2021,07/12/2021,"AMZ*WOOT LLC PAY.AMAZON.COWA58EPYYAFHNM",12.72,"Merchandise"
07/12/2021,07/12/2021,"LEVELUPMYTHB418148358 855-538-3542 MA",4.19,"Restaurants"
07/12/2021,07/12/2021,"PAYPAL *MACY S 402-935-7733 CA",21.19,"Department Stores"
07/12/2021,07/12/2021,"PAYPAL *MACY S 402-935-7733 CA",21.19,"Department Stores"
07/12/2021,07/12/2021,"PAYPAL *MACY S 402-935-7733 CA",21.19,"Department Stores"
07/12/2021,07/12/2021,"PETCO COM 00069880730 SAN DIEGO CA",40.26,"Merchandise"
07/13/2021,07/13/2021,"SQ *ORDER & CHAOS COFF BALTIMORE MD0002305843014274026687",15.00,"Restaurants"
07/14/2021,07/14/2021,"BJS FUEL #9040 BALTIMORE MD",53.89,"Gasoline"
07/14/2021,07/14/2021,"LEVELUPMYTHB419207421 855-538-3542 MA",6.09,"Restaurants"
07/14/2021,07/14/2021,"ROSINA GOURMET BALTIMORE MD01452R",23.30,"Restaurants"
07/14/2021,07/14/2021,"VITAMINSHOPPE655 BALTIMORE MD01452R",4.13,"Supermarkets"
07/15/2021,07/15/2021,"BALTIMORE GAS AND ELECTR 410-234-5000 MD",387.19,"Services"
07/15/2021,07/15/2021,"SAFEWAY 1758 PERRY HALL MD",3.55,"Supermarkets"
07/15/2021,07/15/2021,"SPOTIFY P15FCC2264 8777781161 NY",5.29,"Merchandise"
07/15/2021,07/15/2021,"SQ *TACO LOCO & CREPES BALTIMORE MD0002305843014283600967",28.00,"Restaurants"
07/16/2021,07/16/2021,"AMAZON.COM*2E3GC6CL2 AMZN.COM/BILLWAJAPQQU1V1WF",4.16,"Merchandise"
07/16/2021,07/16/2021,"AT&T*BILL PAYMENT 800-331-0500 TX",253.26,"Services"
07/16/2021,07/16/2021,"CASHBACK BONUS REDEMPTION PYMT/STMT CRDT",-84.56,"Awards and Rebate Credits"
07/16/2021,07/16/2021,"FAMILY DOLLAR #4609 ROSEDALE MD",3.00,"Merchandise"
07/16/2021,07/16/2021,"INTERNET PAYMENT - THANK YOU",-854.45,"Payments and Credits"
07/16/2021,07/16/2021,"LEVELUPMYTHB420373211 855-538-3542 MA",12.66,"Restaurants"
07/16/2021,07/16/2021,"PAYPAL *QL185890495 EBA 888-221-1161 CA",7.48,"Merchandise"
07/16/2021,07/16/2021,"UNIVERSAL STDS VAC REG 7 407-224-4233 FL",1663.53,"Travel/ Entertainment"
07/17/2021,07/17/2021,"BJS FUEL #9040 BALTIMORE MD",17.11,"Gasoline"
07/17/2021,07/17/2021,"CHICK-FIL-A #00691 BOWIE MD",17.93,"Restaurants"
07/17/2021,07/17/2021,"FIESTA MEXICANA BALTIMORE MD",46.64,"Restaurants"
07/18/2021,07/18/2021,"MICHAELS STORES 1579 NOTTINGHAM MD1579000459122107181412",107.00,"Merchandise"
07/18/2021,07/18/2021,"PAYPAL *DONGGUANSHI 888-221-1161 CA",21.59,"Services"
07/18/2021,07/18/2021,"WEIS MARKETS 206 NOTTINGHAM MD",54.52,"Supermarkets"
07/19/2021,07/19/2021,"AMZN MKTP US*2E3X53NB2 AMZN.COM/BILLWA4QMVDD8XWKD",8.19,"Merchandise"
07/19/2021,07/19/2021,"CHICK-FIL-A #03236 BALTIMORE MD",4.72,"Restaurants"
07/19/2021,07/19/2021,"DUCK DONUTS WHITE MARSH, WHITE MARSH MD",15.83,"Restaurants"
07/19/2021,07/19/2021,"TARGET TOWSON MD",25.44,"Supermarkets"
07/20/2021,07/20/2021,"AMZN MKTP US*2E9BR8AQ2 AMZN.COM/BILLWA444REEAHQM5",162.24,"Merchandise"
07/20/2021,07/20/2021,"CINEMARK MOVIE CLUB 800-246-3627 TX16350427",10.99,"Travel/ Entertainment"
07/20/2021,07/20/2021,"DRIVEEZMD REBILL BALTIMORE MD",25.00,"Travel/ Entertainment"
07/21/2021,07/21/2021,"HARRISTEETER #392 BALTIMORE MD",100.36,"Supermarkets"
07/21/2021,07/21/2021,"PAYPAL *VOLCOM COM 888-221-1161 CA",25.95,"Merchandise"
07/22/2021,07/22/2021,"BJS FUEL #9040 BALTIMORE MD",25.47,"Gasoline"
07/22/2021,07/22/2021,"BJS FUEL #9040 BALTIMORE MD",55.22,"Gasoline"
07/22/2021,07/22/2021,"CHICK-FIL-A #03236 BALTIMORE MD",14.42,"Restaurants"
07/22/2021,07/22/2021,"LEVELUPMYTHB423519096 855-538-3542 MA",4.98,"Restaurants"
07/22/2021,07/22/2021,"SAFEWAY 1481 BALTIMORE MD",20.75,"Supermarkets"
07/22/2021,07/22/2021,"SAFEWAY 1880 BALTIMORE MD",67.41,"Supermarkets"
07/22/2021,07/22/2021,"TORTILLERIA SINALOA BALTIMORE MD",28.01,"Restaurants"
07/23/2021,07/23/2021,"AMZ*WOOT LLC PAY.AMAZON.COWA1KXA9C6LJXR",16.94,"Merchandise"
07/23/2021,07/23/2021,"SAFEWAY 1481 BALTIMORE MD",31.24,"Supermarkets"
07/24/2021,07/24/2021,"AMZN MKTP US*2E22K15F2 AMZN.COM/BILLWA4932E3S8EA0",10.59,"Merchandise"
07/24/2021,07/24/2021,"DOLLAR TREE NOTTINGHAM MD",1.06,"Merchandise"
07/24/2021,07/24/2021,"DOLLAR TREE NOTTINGHAM MD",30.74,"Merchandise"
07/24/2021,07/24/2021,"INTERNET PAYMENT - THANK YOU",-2400.00,"Payments and Credits"
07/24/2021,07/24/2021,"INTERNET PAYMENT - THANK YOU",-850.00,"Payments and Credits"
07/24/2021,07/24/2021,"SQ *SILVER QUEEN CAFE BALTIMORE MD0002305843014327284025",75.54,"Restaurants"
07/24/2021,07/24/2021,"TST* NICK S GRANDSTAND G LUTHVLE TIMONMD",121.76,"Restaurants"
07/24/2021,07/24/2021,"VITAMIN SHOPPE #709 LUTHERVILLE MD02465R",4.23,"Supermarkets"
07/24/2021,07/24/2021,"VITAMIN SHOPPE #709 LUTHERVILLE MD02441R",10.10,"Supermarkets"
07/25/2021,07/25/2021,"TST* FRANK S PIZZA AND P BALTIMORE MD",14.00,"Restaurants"
07/25/2021,07/25/2021,"VITAMIN SHOPPE #709 LUTHERVILLE MD02580R",36.93,"Supermarkets"
07/26/2021,07/26/2021,"GIANT FOOD INC #144 BALTIMORE MD02666R",8.88,"Supermarkets"
07/26/2021,07/26/2021,"LEVELUPMYTHB425627057 855-538-3542 MA",6.09,"Restaurants"
07/26/2021,07/26/2021,"PAYPAL *DJI SERVICE 888-221-1161 CA",40.00,"Services"
07/26/2021,07/26/2021,"SQ *COSI - SOUTH CHARL BALTIMORE MD0002305843014336723871",15.98,"Restaurants"
07/27/2021,07/27/2021,"ALICE G PINDERHUGHES BALTIMORE MD",375.00,"Services"
07/27/2021,07/27/2021,"BAY CITY MANAGEMENT BALTIMORE MD",17.00,"Services"
07/27/2021,07/27/2021,"LEVELUPMYTHB426161931 855-538-3542 MA",4.19,"Restaurants"
07/27/2021,07/27/2021,"SPECIALISTS IN ORT 8777665220 CO",193.75,"Medical Services"
07/27/2021,07/27/2021,"TARGET.COM * 800-591-3869 MN",9.99,"Merchandise"
07/27/2021,07/27/2021,"VCN*MARYLAND VITAL REC BALTIMORE MD",50.25,"Services"
07/28/2021,07/28/2021,"CHICK-FIL-A #03236 BALTIMORE MD",7.00,"Restaurants"
07/28/2021,07/28/2021,"DISNEYPLUS 888-905-7888 CADISNEYPLUS",8.47,"Services"
07/28/2021,07/28/2021,"LEVELUPMYTHB426703757 855-538-3542 MA",4.19,"Restaurants"
07/28/2021,07/28/2021,"TST* CHEF PAOLINO CAFE BALTIMORE MD",11.64,"Restaurants"
07/28/2021,07/28/2021,"VITAMINSHOPPE655 BALTIMORE MD02833R",3.17,"Supermarkets"
07/29/2021,07/29/2021,"BJ'S FUEL #9377 BALTIMORE MD",54.04,"Gasoline"
07/29/2021,07/29/2021,"LEVELUPMYTHB427259827 855-538-3542 MA",6.09,"Restaurants"
07/29/2021,07/29/2021,"SLICE OF TOWSON BALTIMORE MD",16.49,"Restaurants"
07/29/2021,07/29/2021,"TARGET BALTIMORE MD",5.15,"Supermarkets"
07/29/2021,07/29/2021,"TARGET BALTIMORE MD",20.00,"Supermarkets"
07/29/2021,07/29/2021,"TARGET.COM * 800-591-3869 MN",12.78,"Merchandise"
07/30/2021,07/30/2021,"AMAZON.COM*2P88F1PI1 AMZN.COM/BILLWA4GDED7S0K0U",169.59,"Merchandise"
07/30/2021,07/30/2021,"GIANT FOOD INC #144 BALTIMORE MD03014R",12.84,"Supermarkets"
07/30/2021,07/30/2021,"LEVELUPMYTHB427837214 855-538-3542 MA",4.19,"Restaurants"
07/30/2021,07/30/2021,"WEIS MARKETS 206 NOTTINGHAM MD",12.32,"Supermarkets"
07/31/2021,07/31/2021,"FORTUNATO BROTHERS ABINGDON MD",56.00,"Restaurants"
07/31/2021,07/31/2021,"MICA STORE BALTIMORE MD",35.82,"Education"
07/31/2021,07/31/2021,"VITAMIN SHOPPE #709 LUTHERVILLE MD03194R",8.70,"Supermarkets"
07/31/2021,07/31/2021,"WAWA STORE 8506 COCKEYSVILLE MD",10.01,"Gasoline"
